id,nom,desserte,pmr,ascenseur,escalator,gid,coordinates0,coordinates1,commune_gid
45767,De Tassigny - Curial,C15,true,false,false,5022,45.73632420510139,4.91678835485946,126
45265,De Tassigny - Curial,T5,true,false,false,732,45.735774755861534,4.917019428601012,126
45266,De Tassigny - Curial,T5,true,false,false,733,45.735774755861534,4.917019428601012,126
46190,Debourg,34,true,false,false,318,45.730990409867196,4.834700367739867,84
46310,Debourg,64,false,false,false,5326,45.73131939542313,4.835824389106364,84
46189,Debourg,34 & 64,true,false,false,317,45.73115142587736,4.834365399013143,84
40841,Debourg,B,true,true,false,10455,45.731933414015266,4.833909762321704,84
40842,Debourg,B,true,true,false,10456,45.7319633615089,4.834044408797852,84
46031,Debourg,B,true,true,false,316,45.731960104407335,4.833923826440074,84
46032,Debourg,B,true,true,false,321,45.73192185006432,4.834024916490808,84
46160,Debourg,T1,true,false,false,9748,45.73116041545225,4.834604487615413,84
46159,Debourg,T1 & T6,true,false,false,9747,45.73118518884006,4.83461975018514,84
47287,Debourg,T6,true,false,false,10052,45.73123735720035,4.834710418056887,84
693,Debrousse,C19,true,false,false,1290,45.7483992423646,4.812658687050715,82
694,Debrousse,C19,true,false,false,1291,45.74865852251622,4.813146062694086,82
10369,Decines Acacias,79,true,false,false,3407,45.759273849917186,4.9488450736112,148
10370,Decines Acacias,79,true,false,false,3408,45.758719655010665,4.94867729670864,148
695,Decines Bascule,67,true,false,false,1292,45.771317872856805,4.960915131482412,148
696,Decines Bascule,67,true,false,false,1295,45.77145645225262,4.961051918603656,148
11838,Decines Bascule,79,true,false,false,1293,45.77098552785098,4.962328608348219,148
11839,Decines Bascule,79,true,false,false,1294,45.77106348832069,4.961689179942549,148
10365,Decines Beauregard,79,true,false,false,3403,45.75314308375483,4.945390731497223,148
10366,Decines Beauregard,79,true,false,false,3404,45.75278747688187,4.944036571754426,148
2742,Decines Centre,67 & 79,true,false,false,577,45.770474871471016,4.956682131109156,148
2743,Decines Centre,67 & 79,true,false,false,576,45.770563899948144,4.956840212179616,148
35670,Decines Centre,T3 & T7,true,false,false,578,45.77181006176188,4.95594217857424,148
35671,Decines Centre,T3 & T7,true,false,false,579,45.77186638518401,4.955866138509648,148
698,Decines Champ Fleuri,67,true,false,false,1296,45.773959801602764,4.972257073650768,148
10591,Decines Champ Fleuri,67,true,false,false,11169,45.77391883863605,4.972215104242006,148
699,Decines Eglise,16 & 57,true,false,false,1299,45.76331391554641,4.965235187834395,148
700,Decines Eglise,16 & 57,true,false,false,1298,45.76368295771883,4.96384013967189,148
11729,Decines Esplanade,57,true,false,false,10263,45.77253981866585,4.974092163453716,148
30230,Decines Esplanade,57,true,false,false,10264,45.77236283122566,4.974495174990723,148
30229,Decines Esplanade,16 & 67 & 79,true,false,false,3093,45.77242981489022,4.974073124026359,148
30231,Decines Esplanade,16 & 67 & 79,true,false,false,3094,45.772446484776374,4.974888691314241,148
36175,Decines Esplanade,76 & 85,true,false,false,3098,45.77270613610137,4.976097450083899,148
36176,Decines Esplanade,76 & 85,true,false,false,3099,45.77280353339212,4.976166442158289,148
701,Decines Gare,67,true,false,false,1300,45.76990783808976,4.952192148771524,148
702,Decines Gare,67,true,false,false,1301,45.769995852247774,4.95222013043176,148
36094,Decines Grand Large,16 & 576 & 79 & 85,false,false,false,583,45.77471313629826,4.97573067797058,148
36095,Decines Grand Large,16 & 576 & 79 & 85,true,false,false,580,45.774801910724065,4.975400475332996,148
35672,Decines Grand Large,T3 & T7,true,false,false,581,45.774686812993735,4.975946815194568,148
35673,Decines Grand Large,T3 & T7,true,false,false,582,45.77475701093117,4.975997266347226,148
10367,Decines Jonquilles,79,true,false,false,3406,45.75545870015249,4.94877965214305,148
10368,Decines Jonquilles,79,true,false,false,3405,45.75510683037568,4.948814381598963,148
1283,Decines Jules Ferry,16,true,false,false,5951,45.76378326342217,4.961598960775503,148
1284,Decines Jules Ferry,16,true,false,false,5952,45.763982314332125,4.960785334055229,148
32202,Decines Mairie,79,true,false,false,3869,45.76813691743746,4.956252159175345,148
32203,Decines Mairie,79,true,false,false,3868,45.76823990165726,4.956190180191271,148
46659,Decines OL Vallee,85,false,false,false,5835,45.768047925853345,4.981530135035197,148
47402,Decines OL Vallee,85,true,false,false,9842,45.768238915576376,4.980782107276364,148
46580,Decines OL Vallee,BGS1 & BGS1,false,false,false,11478,45.76268389563549,4.982141102307255,148
46574,Decines OL Vallee,BGS1 & BGS1 & BGS2 & BGS2,false,false,false,11476,45.76191297102274,4.982730096208766,148
46581,Decines OL Vallee,BGS2 & BGS2,false,false,false,11479,45.76193096035371,4.981615143104387,148
47684,Decines OL Vallee,T7,false,false,false,10696,45.76847991571425,4.98140414844323,148
32204,Decines Republique,57,false,false,false,3871,45.76760190150201,4.960445213947275,148
32205,Decines Republique,57,false,false,false,3870,45.76869789601538,4.960004096185341,148
10047,Decines Verdun,57,false,false,false,3289,45.76514590307297,4.970407079545772,148
10048,Decines Verdun,57,false,false,false,3288,45.765174927309246,4.970294129083086,148
10363,Decines Verlaine,79,true,false,false,3402,45.750877057148124,4.941129194486014,148
10364,Decines Verlaine,79 & ZI3,true,false,false,3401,45.75124103866922,4.941476239035968,148
707,Decines Wilson,67,true,false,false,1303,45.768698001934396,4.942668549911437,148
708,Decines Wilson,67,true,false,false,1302,45.768705829136096,4.941978212652086,148
709,Decomberousse,C15,true,false,false,1304,45.76275589328663,4.9150319398865,159
710,Decomberousse,C15,true,false,false,6505,45.76273377944449,4.915210954585349,159
714,Demi-Lune Clemenceau,55 & 72 & 86 & 98,true,false,false,1307,45.763772915222674,4.777315567378852,134
10289,Demi-Lune Clemenceau,55 & 86 & 98,true,false,false,1306,45.763824802789465,4.776584826275452,134
716,Demi-Lune Mairie,5 & 73 & C21,true,false,false,1309,45.76063940054559,4.777531099585986,134
717,Demi-Lune Mairie,5 & 73 & C21,true,false,false,1308,45.76044534500995,4.777423213929371,134
725,Demi-Lune Vauboin,5,false,false,false,1312,45.764488273259595,4.781979168383048,134
726,Demi-Lune Vauboin,5,false,false,false,1311,45.76444364572395,4.782065151033224,134
720,Demi-Lune Vauboin,142 & 55 & 72 & 73 & 86 & 98 & C21,true,false,false,1313,45.76402076460006,4.782470749308548,134
721,Demi-Lune Vauboin,142 & 55 & 73 & 86 & 98 & C21,true,false,false,1310,45.764102498524664,4.782024265691834,134
10518,Demi-Lune Victor Hugo,5,false,false,false,3469,45.76619954705269,4.784098076263755,134
47561,Demi-Lune Victor Hugo,5,true,false,false,10435,45.76633825904608,4.784110163606565,134
36356,Denfert Rochereau,81,true,false,false,4196,45.582536565979815,4.777283152343132,166
40614,Denfert Rochereau,81,true,false,false,4197,45.58336255916866,4.776904242986547,166
30069,Depot de Cuire,33 & 38,true,false,false,3720,45.78915396009169,4.835215127977649,142
46250,Depot de Cuire,33 & 38,true,false,false,9988,45.78880696684173,4.835049079897704,142
43640,Desbois - Pommier,85,true,false,false,4622,45.77722287890441,5.006056057981496,179
43641,Desbois - Pommier,85,true,false,false,4625,45.7776348041545,5.005446068516969,179
750,Descartes,37 & 69 & C17,true,false,false,1316,45.77619088789044,4.87153015153349,159
